TEXT,actual_label,predicted_label,is_correct
"we ' ve got your info by internet , hope to cooperate . html head titlechina inflatables / title meta http - equiv = content - type content = text / html ; charset = gb 2312 / head body bgcolor = # e 7 f 7 ff text = # 000000 topmargin = 0 div align = center center table border = 0 width = 422 heiht = 90 % cellspacing = 0 cellpadding = 0 height = 1 style = border - collapse : collapse bordercolor = # 111111 tr td width = 422 height = 10 valign = middle style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt colspan = 8 / td / tr tr td width = 68 height = 11 valign = middle style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt rowspan = 3 p align = center a href = http : / / www . china - itoy . com img border = 0 src = http : / / www . china - itoy . com / email / logo . jpg width = 60 height = 60 align = left / a / td td width = 354 height = 3 valign = middle style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt colspan = 7 span style = gt ; font face = arial black color = # ffo 000 style = font - size : 11 ptjiale / font / spanspan style = gt ; font - size : 10 . 0 pt ; mso - ascii - font - family : quot ; times new romanquot ; font color = # 000080 style = font - size : 11 pt ! * / font / spanspan style = font - weight : 700 ; gt ; font - size : 10 . 0 pt ; mso - ascii - font - family : quot ; times new romanquot ; font face = arial color = # 000080 china / font / spanfont face = arial color = # 000080 span style = gt ; font - size : 10 . 0 pt ; mso - ascii - font - family : quot ; times new romanquot ; bnbsp ; professionalnbsp ; manufacturernbsp ; of nbsp ; inflatable / b / span / font / td / tr tr td width = 354 height = 24 valign = middle style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt colspan = 7 font color = # 000080 we offer high quality inflatable products in any size or / font / td / tr tr td width = 354 height = 20 valign = middle style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt colspan = 7 font color = # 000080 style , please browse the product sorts : / font / td / tr tr td width = 68 height = 4 valign = middle style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt / td td width = 43 height = 4 valign = middle style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt / td td width = 1 height = 4 valign = top style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt / td td width = 96 height = 4 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt / td td width = 13 height = 4 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt / td td width = 98 height = 4 valign = middle style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt / td td width = 6 height = 4 valign = top style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt / td td width = 100 height = 4 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt / td / tr tr td height = 9 colspan = 8 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt valign = middle p align = center / td / tr tr td height = 85 valign = top style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt colspan = 2 a style = text - decoration : none ; color : # 0080 co ; text - transform : none href = http : / / www . china - itoy . com / en / products / bouncerl . htm img border = 0 src = http : / / www . china - itoy . com / email / el . gif width = 100 height = 100 / a / td td width = 54 height = 85 valign = middle style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt / td td width = 55 height = 85 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt valign = middle p align = center a href = http : / / www . china - itoy . com / en / products / bouncerl . htm img border = 0 src = http : / / www . china - itoy . com / email / e 2 . gif width = 100 height = 100 / a ! ! / p / td td width = 55 height = 85 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt valign = middle / td td width = 55 height = 85 valign = middle style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt p align = left a href = http : / / www . china - itoy . com / en / products / castlel . htm img border = 0 src = http : / / www . china - itoy . com / email / e 3 . gif width = 100 height = 100 / a / p / td td width = 55 height = 85 valign = middle style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt / td td width = 100 height = 85 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt valign = middle p align = center a href = http : / / www . china - itoy . com / en / products / slidesl . htm img border = 0 src = http : / / www . china - itoy . com / email / e 4 . gif width = 100 height = 100 / a ! ! / td / tr tr td height = 4 colspan = 8 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt / td / tr tr td height = 105 valign = middle style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt colspan = 2 a href = http : / / www . china - itoy . com / en / products / funcityl . htm img border = 0 src = http : / / www . china - itoy . com / email / e 5 . gif width = 100 height = 100 / a / td td width = 54 height = 105 valign = middle style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt / td td width = 55 height = 105 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt valign = middle p align = center a href = http : / / www . china - itoy . com / en / products / obstaclesl . htm img border = 0 src = http : / / www . china - itoy . com / email / e 6 . gif width = 100 height = 100 / a ! ! / p / td td width = 55 height = 105 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt valign = middle / td td width = 55 height = 105 valign = middle style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt p align = left a href = http : / / www . china - itoy . com / en / products / sportsl . htm img border = 0 src = http : / / www . china - itoy . com / email / e 7 . gif width = 100 height = 100 / a / p / td td width = 55 height = 105 valign = middle style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt / td td width = 100 height = 105 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt valign = middle p align = center a href = http : / / www . china - itoy . com / en / products / tunnelsl . htm img border = 0 src = http : / / www . china - itoy . com / email / e 8 . gif width = 100 height = 100 / a ! ! / td / tr tr td height = 3 colspan = 8 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt / td / tr tr td height = 1 colspan = 8 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt valign = middle p align = center / td / tr tr td height = 107 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt colspan = 2 valign = middle a href = http : / / www . ad - inflatables . com / products / tentsl . htm img border = 0 src = http : / / www . china - itoy . com / email / e 9 . gif width = 100 height = 100 / a / td td width = 54 height = 107 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt valign = middle / td td width = 55 height = 107 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt valign = middle p align = center a href = http : / / www . ad - inflatables . com / products / archesl . htm img border = 0 src = http : / / www . china - itoy . com / email / el 0 . gif width = 100 height = 100 / a / td td width = 55 height = 107 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt valign = middle / td td width = 55 height = 107 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt valign = middle a href = http : / / www . ad - inflatables . com / products / cartoonsl . htm img border = 0 src = http : / / www . china - itoy . com / email / el 1 . gif width = 100 height = 100 / a / td td width = 55 height = 107 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt valign = middle / td td width = 100 height = 107 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt valign = middle p align = center a href = http : / / www . ad - inflatables . com / products / movecartoonl . htm img border = 0 src = http : / / www . china - itoy . com / email / el 2 . gif width = 100 height = 100 / a / td / tr tr td height = 2 colspan = 8 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt p align = center / td / tr tr td height = 107 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt colspan = 2 valign = middle a href = http : / / www . ad - inflatables . com / products / productshapel . htm img border = 0 src = http : / / www . china - itoy . com / email / el 3 . gif width = 100 height = 100 / a / td td width = 54 height = 107 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt valign = middle / td td width = 55 height = 107 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt valign = middle p align = center a href = http : / / www . china - itoy . com / en / products / christmasl . htm img border = 0 src = http : / / www . china - itoy . com / email / el 4 . gif width = 100 height = 100 / a / td td width = 55 height = 107 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt valign = middle / td td height = 107 colspan = 2 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt valign = middle a href = http : / / www . ad - inflatables . com / products / airdancerl . htm img border = 0 src = http : / / www . china - itoy . com / email / el 5 . gif width = 100 height = 100 / a / td td width = 100 height = 107 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt valign = middle p align = center a href = http : / / www . ad - inflatables . com / products / balloonsl . htm img border = 0 src = http : / / www . china - itoy . com / email / el 7 . gif width = 100 height = 100 / a / td / tr tr td width = 111 height = 1 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt colspan = 2 / td td width = 1 height = 1 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt / td td width = 98 height = 1 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt / td td width = 13 height = 1 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt / td td width = 207 height = 1 colspan = 3 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt / td / tr tr td width = 422 height = 1 valign = top style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt colspan = 8 span style = font - size : 10 pt hr color = # 3 b 81 d 4 size = 1 / td / tr tr td height = 16 valign = top style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt colspan = 2 align = center b font face = arial color = # 000080 style = font - size : 11 ptdownload # : / font / b / td td width = 54 height = 16 valign = top style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt / td td height = 16 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt colspan = 5 font style = font - size : 11 pt face = arial a href = http : / / www . china - itoy . com / agent % 20 agreement . doc agent agreement / anbsp ; nbsp ; nbsp ; nbsp ; nbsp ; a href = http : / / www . china - itoy . com / orderform . docorder form / anbsp ; nbsp ; nbsp ; nbsp ; nbsp ; nbsp ; a href = http : / / www . china - itoy . com / catalog . zipcatalogue / a / font / td / tr tr td height = 13 valign = top style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt colspan = 2 align = center b font face = arial color = # 000080 style = font - size : 11 ptmore info # : / font / b / td td width = 54 height = 13 valign = top style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt / td td height = 13 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt colspan = 5 font color = # 000080 face = arial style = font - size : 11 pt a href = http : / / www . china - itoy . comwww . china - itoy . com / a / fontspan class = textredfont color = # 000080 face = arial style = font - size : 11 pt nbsp ; nbsp ; nbsp ; nbsp ; a href = http : / / www . china - itoy . com / en / aboutus . htmabout us / anbsp ; nbsp ; nbsp ; nbsp ; nbsp ; a href = http : / / www . china - itoy . com / aboutus . htmvpnd / a / font / td / tr tr td height = 12 valign = top style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt colspan = 2 align = center b font face = arial color = # 000080 style = font - size : 11 ptcontact us # : / font / b / td td width = 54 height = 12 valign = top style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt / td td height = 12 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt colspan = 5 p align = leftspan class = textred font face = arial style = font - size : 10 pttel : 00 86 20 88238860 nbsp ; nbsp ; nbsp ; fax : 00 86 20 84044259 / font / td / tr tr td height = 8 valign = top style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt colspan = 2 align = center b font face = arial color = # 000080 style = font - size : 11 pte - mail # : / font / b / td td width = 54 height = 8 valign = top style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt / td td height = 8 style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt colspan = 5 p align = leftspan class = textred font face = arial style = font - size : 11 pt a href = mailto : export @ china - itoy . comexport @ china - itoy . com / anbsp ; nbsp ; nbsp ; nbsp ; nbsp ; nbsp ; nbsp ; nbsp ; a href = http : / / www . china - itoy . com / en / order / index . htmfeedback / a / font / td / tr tr td height = 13 valign = top style = line - height : 15 pt ; font - family : knle ; font - size : 9 pt colspan = 8 p align = centerspan style = font - size : 7 pt font face = arialif you do not need this info , a href = mailto : sales @ china - itoy . com ? subject = i do not need this infoclick here / a / font / td / tr / table / center / div / body / html ",fraud,not_spam,False
"tufco deal 108058 buddy - daren farmer called and said that on 4 / 30 / 2001 , on hpl deal # 108058 , that there was around 20 , 000 mmbtu scheduled , but when it was actualized , it was actualized at 0 . he thinks this is incorrect . can you check into this and get back with daren ? i ' ll be out of the office tomorrow , so please get back with him directly . thanks .",promotion,promotion,True
Tiwary to rcb.battle between bang and kochi.,not_spam,not_spam,True
Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ,not_spam,not_spam,True
"re : fw : fw : march 2001 invoice the question is not that "" cut and dry "" . however , for the month of march enron paid spinnaker @ if hsc - $ 0 . 085 . currently the volume is posted under deal ticket # 144271 with is the deal tick for gas daily production . this production should be moved to deal ticket # 144264 with is the if . from : tess ray / enron @ enronxgate on 04 / 26 / 2001 03 : 48 pm to : mary ellenberger / corp / enron @ enron cc : daren j farmer / enron @ enronxgate subject : fw : fw : march 2001 invoice mary - do you pay spinnaker , for gas purchases ? ( see daren ' s question below , re : 03 / 01 purchase price from spinnaker ( # 144271 hakemack , cynthia ; howard , charles cc : farmer , daren j . subject : fw : fw : march 2001 invoice importance : high charlene / cindy / charles : can either of you answer darren ' s question to me below ? my sales deal is under ena . thanks , tess - - - - - original message - - - - - from : farmer , daren j . sent : thursday , april 26 , 2001 3 : 20 pm to : ray , tess subject : re : fw : march 2001 invoice tess , we probably should be invoicing selling to dow at if . however , we should also have purchased the supply from spinnaker ( # 144271 bellamy , liz subject : re : fw : march 2001 invoice tess there is a deal out there for the blue dolphin s # 745589 . and there are three deal out there for csgt # 639612 , # 639615 , # 745589 . the problem is that none of these deals have actuals . it looks as though they have not been nom ' d . daren are these deals real or what ? why have they not been nom ' d ? could they be under another dow company ? tess , i ' m leaving the office for a little bit today . but i ' ll be back this afternoon . julie from : tess ray / enron @ enronxgate on 04 / 24 / 2001 08 : 11 am to : julie meyers / hou / ect @ ect cc : subject : fw : march 2001 invoice julie - please help ! per dow hydrocarbon ' s accountant , marilu trochta ' s e - mail below , ( with attachment ) , there are volume and price discrepancies with what ena billed them and what she reflects in her system . ena invoice # 24636 sa invoiced dow hydrocarbons and resources , inc , on csgt @ b 368 - brazos , per deal number sa 639615 , @ 685 per day ( 3 / 1 / 01 - 3 / 31 / 01 ) @ hsc gdp d . a . - $ 0 . 07 / mmbtu . vs . the 18 , 457 mmbtu @ $ 4 . 960 that dow has and ena did not invoice them for sales on bluedolphin 250 and 249 vs . the 5 , 459 mmbtu @ $ 4 . 960 & 18 , 218 mmbtu @ $ 4 . 960 that dow reflects . i realize that the volumes ena billed on the brazos are estimates or noms . problem : i need to confirm the march 2001 , sale @ brazos ( volume & price ) in addition to the sale @ blue dolphin 250 & 249 ( volume & price ) . can you print the confirmations for me ? also , sitara does not show me who the trader is for this deal , and by chance do you know who the scheduler ( s ) are ? thanks , tess - - - - - original message - - - - - from : "" trochta , mary ( ml ) "" > @ enron [ mailto : imceanotes - + 22 trochta + 2 c + 20 mary + 20 + 28 ml + 29 + 22 + 20 + 3 cmltrochta + 40 dow + 2 ecom + 3 e + 40 enron @ enron . com ] sent : monday , april 23 , 2001 5 : 52 pm to : ray , tess subject : march 2001 invoice - book 2 . xls >",financial,financial,True
"fw : epgt 2 / 99 schumack , sherlyn ; kinsey , lisa subject : fw : epgt 2 / 99 olsen , michael cc : schumack , sherlyn subject : re : epgt 2 / 99 swisher , stephen subject : epgt 2 / 99 & 3 / 99 mike : i have an inter - pipeline pool balance for feb . and mar . of 1999 . i need a transport usage ticket to clear these balances feb . 1999 epgt meter number is 504 - 183 ( injection ) oasis meter number is 1265 ( withdrawal ) march 1999 epgt meter number 504 - 183 epgt meter number 834 - 134 oasis meter number 1265 . hakeem ogunbunmi volume management enron net works 713 - 853 - 1801 hakeem . ogunbunmi @ enron . com",financial,financial,True
Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),not_spam,not_spam,True
"Me, i dont know again oh",not_spam,not_spam,True
"re : duke exchange deal daren - thanks for completing feb 2000 cashout . could you also enter a demand fee into sitara for march and april 2000 ? march 2000 sales ticket # 157278 $ 0 . 00 dollars due hplc purchase ticket # 157288 $ 3 , 526 . 98 dollars due duke i have attached my spreadsheet for support : column h is the over - delivery quantity total is 24 , 452 mmbtus column t is the daily dollar amount for the over - delivery quantity due hplc $ 0 . 00 column u is the daily dollar amount for the over - delivery quantity due the customer $ 3 , 526 . 98 . april 2000 sales ticket # 157278 $ 1 , 507 . 56 dollars due hplc purchase ticket # 157288 $ 1 , 549 . 82 dollars due duke i have attached my spreadsheet for support : column h is the over - delivery quantity total is 53 , 206 mmbtus column t is the daily dollar amount for the over - delivery quantity due hplc $ 1 , 507 . 56 column u is the daily dollar amount for the over - delivery quantity due the customer $ 1 , 549 . 82 thanks - katherine 5 - 8643 - - - - - - - - - - - - - - - - - - - - - - forwarded by katherine herrera / corp / enron on 09 / 11 / 2000 09 : 12 am - - - - - - - - - - - - - - - - - - - - - - - - - - - daren j farmer @ ect 09 / 05 / 2000 11 : 25 am to : katherine herrera / corp / enron @ enron cc : subject : re : duke exchange deal feb . 2000 prod . done . katherine herrera @ enron 09 / 05 / 2000 10 : 14 am to : daren j farmer / hou / ect @ ect cc : kristen j hanson / hou / ect @ ect subject : re : duke exchange deal feb . 2000 prod . daren , i believe the best way to enter the fee into sitara would be as a demand fee in your example # 1 . if we do the fee this way , we will not double up the volumes . i have attached my spreadsheet for support : the most current worksheet is tab # 2 marked final column g is the over - delivery quantity total is 17 , 278 mmbtus column s is the daily dollar amount for the over - delivery quantity due hplc $ 1 , 008 . 87 column t is the daily dollar amount for the over - delivery quantity due the customer $ 519 . 73 . thanks - katherine 5 - 8643 daren j farmer @ ect 08 / 31 / 2000 05 : 49 pm to : katherine herrera / corp / enron @ enron cc : subject : re : duke exchange deal feb . 2000 prod . katherine , there are 2 ways that i can enter this fee into sitara : 1 ) i can put the dollar amount in on day 1 as a demand or facility fee . 2 ) i need you to give me volume ( s ) and a price to input into the deal . i can ' t just input a dollar amount in sitara . let me know how you want to handle it . d katherine herrera @ enron 08 / 31 / 2000 05 : 28 pm to : daren j farmer / hou / ect @ ect cc : kristen j hanson / hou / ect @ ect subject : duke exchange deal feb . 2000 prod . cashout please add the following fees for feb . 2000 : fee type : natural gas physical forward penalty for over / under take sales ticket # 157278 $ 1 , 008 . 87 dollars due hplc purchase ticket # 157288 $ 519 . 73 dollars due duke thanks - katherine",promotion,promotion,True
I am great! How are you?,not_spam,not_spam,True
MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,not_spam,not_spam,True
"cornhusker - lone star payments section 6 . 4 of tenaska iv ' s gas transportation agreement with lone star requires the shipper to pay transporter $ 1 , 040 , 000 in transportation fees and / or deficienty payments from the initial delivery date through december 31 , 2003 . do we know what the payments to lone star have been to date ? if not , can we find out by contacting lone star ? rh",financial,not_spam,False
"Hi lun Message from TuPussycat Come on, message me i don't want to sleep alone...
SEX??ALERT

Text me back and we can meet. I would like to receive a lot of kisses! My sensitive skin is in need of touching. All that I need is love and sex. I’m waiting for your answer.",not_spam,not_spam,True
